№,Province,District,Sub-District,Neighbourhood,Zip Code
30233,KIRKLARELİ,DEMİRKÖY,MERKEZKÖYLER,SİSLİOBA KÖYÜ,39500
30234,KIRKLARELİ,DEMİRKÖY,MERKEZKÖYLER,SİVRİLER KÖYÜ,39500
30235,KIRKLARELİ,DEMİRKÖY,MERKEZKÖYLER,YEŞİLCE KÖYÜ,39500
30236,KIRKLARELİ,DEMİRKÖY,MERKEZKÖYLER,YİĞİTBAŞI KÖYÜ,39500
30237,KIRKLARELİ,KIRKLARELİ,KAVAKLI,CELALİYE MAH.,39060
30238,KIRKLARELİ,KIRKLARELİ,KAVAKLI,ÇARŞI MAH.,39060
30239,KIRKLARELİ,KIRKLARELİ,KAVAKLI,TURİST MAH.,39060
30240,KIRKLARELİ,KIRKLARELİ,KAVAKLI,YENİOKULLAR MAH.,39060
30241,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,AKALAR MAH.,39000
30242,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,BADEMLİK MAH.,39000
30243,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,CUMHURİYET MAH.,39000
30244,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,DEMİRTAŞ MAH.,39000
30245,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,DOĞU MAH.,39000
30246,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,İSTASYON MAH.,39000
30247,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,KARACAİBRAHİM MAH.,39000
30248,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,KARAHIDIR MAH.,39000
30249,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,KARAKAŞ MAH.,39000
30250,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,KOCAHIDIR MAH.,39000
30251,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,PINAR MAH.,39000
30252,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ,YAYLA MAH.,39000
30253,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,AHMETÇE KÖYÜ,39100
30254,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ARMAĞAN KÖYÜ,39100
30255,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ASILBEYLİ KÖYÜ,39100
30256,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,AZİZBABA KÖYÜ,39100
30257,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,BAYRAMDERE KÖYÜ,39100
30258,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,BEYPINAR KÖYÜ,39100
30259,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,CEVATPAŞA MAH.,39100
30260,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ÇAĞLAYIK KÖYÜ,39100
30261,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ÇUKURPINAR KÖYÜ,39100
30262,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DEĞİRMENCİK KÖYÜ,39100
30263,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DEMİRCİHALİL KÖYÜ,39100
30264,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DEREKÖY KÖYÜ,39100
30265,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DEVEÇATAĞI KÖYÜ,39100
30266,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DOKUZHÜYÜK KÖYÜ,39100
30267,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DOLHAN KÖYÜ,39100
30268,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,DÜZORMAN KÖYÜ,39100
30269,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ERİKLİCE KÖYÜ,39100
30270,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,GEÇİTAĞZI KÖYÜ,39100
30271,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,GÜNDOĞDU MAH.,39100
30272,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KADIKÖY KÖYÜ,39100
30273,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KAPAKLI KÖYÜ,39100
30274,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KARADERE KÖYÜ,39100
30275,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KARAKOÇ KÖYÜ,39100
30276,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KARINCAK KÖYÜ,39100
30277,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KAVAKDERE KÖYÜ,39100
30278,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KAZIMPAŞA MAH.,39100
30279,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KEMALPAŞA MAH.,39100
30280,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KEMALPAŞA MAH.,39100
30281,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KIZILCIKDERE KÖYÜ,39100
30282,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KOCAHIDIR KÖYÜ,39100
30283,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KORUKÖY KÖYÜ,39100
30284,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KOYUNBABA KÖYÜ,39100
30285,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,KUZULU KÖYÜ,39100
30286,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,MEHMETÇAVUŞ MAH.,39100
30287,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,PAŞAYERİ KÖYÜ,39100
30288,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ŞÜKRÜPAŞA KÖYÜ,39100
30289,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ULUKONAK MAH.,39100
30290,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ÜRÜNLÜ KÖYÜ,39100
30291,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,ÜSKÜPDERE KÖYÜ,39100
30292,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,YENİ MAH.,39100
30293,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,YÖRÜKBAYIRI KÖYÜ,39100
30294,KIRKLARELİ,KIRKLARELİ,MERKEZKÖYLER,YÜNDALAN KÖYÜ,39100
30295,KIRKLARELİ,KOFÇAZ,KOFÇAZ,YENİ MAH.,39700
30296,KIRKLARELİ,KOFÇAZ,KOFÇAZ,YEŞİLLİK MAH.,39700
30297,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,AHLATLI KÖYÜ,39700
30298,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,AHMETLER KÖYÜ,39700
30299,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,AŞAĞIKANARA KÖYÜ,39700
30300,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,BEYCİ KÖYÜ,39700
30301,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,DEVLETLİAĞAÇ KÖYÜ,39700
30302,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,ELMACIK KÖYÜ,39700
30303,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,KARAABALAR KÖYÜ,39700
30304,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,KOCATARLA KÖYÜ,39700
30305,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,KOCAYAZI KÖYÜ,39700
30306,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,KULA KÖYÜ,39700
30307,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,MALKOÇLAR KÖYÜ,39700
30308,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,TAŞTEPE KÖYÜ,39700
30309,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,TATLIPINAR KÖYÜ,39700
30310,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,TERZİDERE KÖYÜ,39700
30311,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,TOPÇULAR KÖYÜ,39700
30312,KIRKLARELİ,KOFÇAZ,MERKEZKÖYLER,YUKARIKANARA KÖYÜ,39700
30313,KIRKLARELİ,LÜLEBURGAZ,AHMETBEY,DERE MAH,39770
30314,KIRKLARELİ,LÜLEBURGAZ,AHMETBEY,GÜNDOĞU MAH.,39770
30315,KIRKLARELİ,LÜLEBURGAZ,AHMETBEY,KARŞIYAKA MAH.,39770
30316,KIRKLARELİ,LÜLEBURGAZ,BÜYÜKKARIŞTIRAN,FATİH MAH.,39780
30317,KIRKLARELİ,LÜLEBURGAZ,BÜYÜKKARIŞTIRAN,YENİ MAH.,39780
30318,KIRKLARELİ,LÜLEBURGAZ,BÜYÜKKARIŞTIRAN,YILDIRIM MAH.,39780
30319,KIRKLARELİ,LÜLEBURGAZ,EVRENSEKİZ,FATİH MAH.,39790
30320,KIRKLARELİ,LÜLEBURGAZ,EVRENSEKİZ,GÜNDOĞU MAH.,39790
30321,KIRKLARELİ,LÜLEBURGAZ,EVRENSEKİZ,KIRCAALİ MAH.,39790
30322,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,8KASIM MAH.,39750
30323,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,ATATÜRK MAH.,39750
30324,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,BARIŞ MAH.,39750
30325,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,CUMHURİYET MAH.,39750
30326,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,DERE MAH.,39750
30327,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,DURAK MAH.,39750
30328,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,GENÇLİK MAH.,39750
30329,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,GÜNDOĞU MAH.,39750
30330,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,GÜNEŞ MAH.,39750
30331,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,HÜRRİYET MAH.,39750
30332,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,İNÖNÜ MAH.,39750
30333,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,İSTİKLAL MAH.,39750
30334,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,KOCASİNAN MAH.,39750
30335,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,KURTULUŞ MAH.,39750
30336,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,ÖZERLER MAH.,39750
30337,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,SARIMSAKLI MAH.,39750
30338,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,SEVGİ MAH.,39750
30339,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,SİTELER MAH.,39750
30340,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,YENİ MAH.,39750
30341,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,YILDIRIM MAH.,39750
30342,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,YILDIZ MAH.,39750
30343,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,YILMAZ MAH.,39750
30344,KIRKLARELİ,LÜLEBURGAZ,LÜLEBURGAZ,ZAFER MAH.,39750
30345,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,AKÇAKÖY KÖYÜ,39750
30346,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ALACAOĞLU KÖYÜ,39750
30347,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,AYVALI KÖYÜ,39750
30348,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,CELALİYE KÖYÜ,39750
30349,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,CEYLANKÖY KÖYÜ,39750
30350,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ÇENGELLİ KÖYÜ,39750
30351,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ÇEŞMEKOLU KÖYÜ,39750
30352,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ÇİFTLİKKÖY KÖYÜ,39750
30353,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,DAVUTLU KÖYÜ,39750
30354,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,DÜĞÜNCÜBAŞI KÖYÜ,39750
30355,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,EMİRALİ KÖYÜ,39750
30356,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ERTUĞRUL KÖYÜ,39750
30357,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ESKİBEKİR KÖYÜ,39750
30358,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,ESKİTAŞLI KÖYÜ,39750
30359,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,HAMİTABAT KÖYÜ,39750
30360,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,HAMZABEY KÖYÜ,39750
30361,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,KARAAĞAÇ KÖYÜ,39750
30362,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,KARAMUSUL KÖYÜ,39750
30363,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,KAYABEYLİ KÖYÜ,39750
30364,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,KIRIKKÖY KÖYÜ,39750
30365,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,KÜÇÜKKARIŞTIRAN KÖYÜ,39750
30366,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,MÜSELLİM KÖYÜ,39750
30367,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,OKLALI KÖYÜ,39750
30368,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,OVACIK KÖYÜ,39750
30369,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,SAKIZKÖY KÖYÜ,39750
30370,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,SARICALI KÖYÜ,39750
30371,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,SEYİTLER KÖYÜ,39750
30372,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,TATARKÖY KÖYÜ,39750
30373,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,TURGUTBEY KÖYÜ,39750
30374,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,UMURCA KÖYÜ,39750
30375,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,YENİBEDİR KÖYÜ,39750
30376,KIRKLARELİ,LÜLEBURGAZ,MERKEZKÖYLER,YENİTAŞLI KÖYÜ,39750
30377,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,AKARCA KÖYÜ,39640
30378,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,DOĞANCA KÖYÜ,39640
30379,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,HIDIRCA KÖYÜ,39640
30380,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,İMAMPAZARI KÖYÜ,39640
30381,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,KUMKÖY KÖYÜ,39640
30382,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,KUŞTEPE KÖYÜ,39640
30383,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,YEŞİLOVA KÖYÜ,39640
30384,KIRKLARELİ,PEHLİVANKÖY,MERKEZKÖYLER,YEŞİLPINAR KÖYÜ,39640
30385,KIRKLARELİ,PEHLİVANKÖY,PEHLİVANKÖY,ERGENE MAH.,39600
30386,KIRKLARELİ,PEHLİVANKÖY,PEHLİVANKÖY,KAZIMDİRİK MAH.,39600
30387,KIRKLARELİ,PEHLİVANKÖY,PEHLİVANKÖY,KURTULUŞ MAH.,39600
30388,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,AKÖREN KÖYÜ,39300
30389,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,ATAKÖY KÖYÜ,39300
30390,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,CEVİZKÖY KÖYÜ,39300
30391,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,ÇAYIRDERE KÖYÜ,39300
30392,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,ERENLER KÖYÜ,39300
30393,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,EVCİLER KÖYÜ,39300
30394,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,HACIFAKILI KÖYÜ,39300
30395,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,İSLAMBEYLİ KÖYÜ,39300
30396,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,KAYNARCA KÖYÜ,39300
30397,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,KURUDERE KÖYÜ,39300
30398,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,OSMANCIK KÖYÜ,39300
30399,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,POYRALI KÖYÜ,39300
30400,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,SÜTLÜCE KÖYÜ,39300
30401,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,TOZAKLI KÖYÜ,39300
30402,KIRKLARELİ,PINARHİSAR,MERKEZKÖYLER,YENİCE KÖYÜ,39300
30403,KIRKLARELİ,PINARHİSAR,PINARHİSAR,BEYLİK MAH.,39300
30404,KIRKLARELİ,PINARHİSAR,PINARHİSAR,CAMİİKEBİR MAH.,39300
30405,KIRKLARELİ,PINARHİSAR,PINARHİSAR,DERE MAH.,39300
30406,KIRKLARELİ,PINARHİSAR,PINARHİSAR,ORTA MAH.,39300
30407,KIRKLARELİ,VİZE,MERKEZKÖYLER,AKINCILAR KÖYÜ,39400
30408,KIRKLARELİ,VİZE,MERKEZKÖYLER,AKPINAR KÖYÜ,39400
30409,KIRKLARELİ,VİZE,MERKEZKÖYLER,AKSİCİM KÖYÜ,39400
30410,KIRKLARELİ,VİZE,MERKEZKÖYLER,ÇAKILLI KÖYÜ,39400
30411,KIRKLARELİ,VİZE,MERKEZKÖYLER,ÇAVUŞKÖY KÖYÜ,39400
30412,KIRKLARELİ,VİZE,MERKEZKÖYLER,ÇÖVENLİ KÖYÜ,39400
30413,KIRKLARELİ,VİZE,MERKEZKÖYLER,DEVELİ KÖYÜ,39400
30414,KIRKLARELİ,VİZE,MERKEZKÖYLER,DOĞANCA KÖYÜ,39400
30415,KIRKLARELİ,VİZE,MERKEZKÖYLER,DÜZOVA KÖYÜ,39400
30416,KIRKLARELİ,VİZE,MERKEZKÖYLER,EVRENCİK KÖYÜ,39400
30417,KIRKLARELİ,VİZE,MERKEZKÖYLER,EVRENLİ KÖYÜ,39400
30418,KIRKLARELİ,VİZE,MERKEZKÖYLER,HAMİDİYE KÖYÜ,39400
30419,KIRKLARELİ,VİZE,MERKEZKÖYLER,HASBUĞA KÖYÜ,39400
30420,KIRKLARELİ,VİZE,MERKEZKÖYLER,KIŞLACIK KÖYÜ,39400
30421,KIRKLARELİ,VİZE,MERKEZKÖYLER,KIYIKÖY KÖYÜ,39400
30422,KIRKLARELİ,VİZE,MERKEZKÖYLER,KIZILAĞAÇ KÖYÜ,39400
30423,KIRKLARELİ,VİZE,MERKEZKÖYLER,KÖMÜRKÖY KÖYÜ,39400
30424,KIRKLARELİ,VİZE,MERKEZKÖYLER,KÜÇÜKYAYLA KÖYÜ,39400
30425,KIRKLARELİ,VİZE,MERKEZKÖYLER,MÜSELLİM KÖYÜ,39400
30426,KIRKLARELİ,VİZE,MERKEZKÖYLER,OKÇULAR KÖYÜ,39400
30427,KIRKLARELİ,VİZE,MERKEZKÖYLER,PAZARLI KÖYÜ,39400
30428,KIRKLARELİ,VİZE,MERKEZKÖYLER,SERGEN KÖYÜ,39400
30429,KIRKLARELİ,VİZE,MERKEZKÖYLER,SOFULAR KÖYÜ,39400
30430,KIRKLARELİ,VİZE,MERKEZKÖYLER,SOĞUCAK KÖYÜ,39400
30431,KIRKLARELİ,VİZE,MERKEZKÖYLER,TOPÇUKÖY KÖYÜ,39400
30432,KIRKLARELİ,VİZE,VİZE,DEVLET MAH.,39400
30433,KIRKLARELİ,VİZE,VİZE,EVREN MAH.,39400
30434,KIRKLARELİ,VİZE,VİZE,GAZİ MAH.,39400
30435,KIRKLARELİ,VİZE,VİZE,KALE MAH.,39400
30436,KIRKLARELİ,VİZE,VİZE,MEHMETAKİF MAH.,39400
30437,KIRKLARELİ,VİZE,VİZE,NAMIKKEMAL MAH.,39400
30438,KIRŞEHİR,AKÇAKENT,AKÇAKENT,ŞEHRİCEDİD MAH.,40720
30439,KIRŞEHİR,AKÇAKENT,AKÇAKENT,YENİKENT MAH.,40720
30440,KIRŞEHİR,AKÇAKENT,AKÇAKENT,YENİYAPAN MAH.,40720
30441,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,DEREFAKILI KÖYÜ,40720
30442,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,HACIFAKILI KÖYÜ,40720
30443,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,HASANALİ KÖYÜ,40720
30444,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,POLATLI KÖYÜ,40720
30445,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,TAŞOLUK KÖYÜ,40720
30446,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,TEPEFAKILI KÖYÜ,40720
30447,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,YAYLAÖZÜ KÖYÜ,40720
30448,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,YEŞİLDERE KÖYÜ,40720
30449,KIRŞEHİR,AKÇAKENT,KÖSEFAKILI,YETİKLİ KÖYÜ,40720
30450,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,AVANOĞLU KÖYÜ,40720
30451,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,AYVALI KÖYÜ,40720
30452,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,GÜLLÜHÜYÜK KÖYÜ,40720
30453,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,HAMZABEY KÖYÜ,40720
30454,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,KİLİMLİ KÖYÜ,40720
30455,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,KÜÇÜKABDIUŞAĞI KÖYÜ,40720
30456,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,MAHSENLİ KÖYÜ,40720
30457,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,ÖDEMİŞLİ KÖYÜ,40720
30458,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,ÖMERUŞAĞI KÖYÜ,40720
30459,KIRŞEHİR,AKÇAKENT,MERKEZKÖYLER,SOLAKUŞAĞI KÖYÜ,40720
30460,KIRŞEHİR,AKPINAR,AKPINAR,ALİPAŞA MAH.,40320
30461,KIRŞEHİR,AKPINAR,AKPINAR,CUMHURİYET MAH.,40320
30462,KIRŞEHİR,AKPINAR,AKPINAR,HACIHÜSEYİNEFENDİ MAH.,40320
30463,KIRŞEHİR,AKPINAR,AKPINAR,KALEYAZI MAH.,40320
30464,KIRŞEHİR,AKPINAR,AKPINAR,ŞİRİNEVLER MAH.,40320
30465,KIRŞEHİR,AKPINAR,AKPINAR,YENİDOĞAN MAH.,40320
30466,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ALİŞAR KÖYÜ,40320
30467,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,AŞAĞIHOMURLU KÖYÜ,40320
30468,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,BOYALIK KÖYÜ,40320
30469,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,BÜYÜKABDİUŞAĞI KÖYÜ,40320
30470,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇALIBURNU KÖYÜ,40320
30471,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇAYÖZÜ KÖYÜ,40320
30472,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇEBİŞLER KÖYÜ,40320
30473,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇELEBİUŞAĞI KÖYÜ,40320
30474,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇİFTLİKMEHMETAĞA KÖYÜ,40320
30475,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ÇİFTLİKSARIKAYA KÖYÜ,40320
30476,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,DEMİRCİ KÖYÜ,40320
30477,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,DEVECİ KÖYÜ,40320
30478,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,DURMUŞLU KÖYÜ,40320
30479,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ELDELEKLİDEMİREL KÖYÜ,40320
30480,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,ELDELEKLİORTAOBA KÖYÜ,40320
30481,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,EŞREFLİ KÖYÜ,40320
30482,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,GÜLVEREN KÖYÜ,40320
30483,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,HACIMİRZA KÖYÜ,40320
30484,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,HACISELİMLİ KÖYÜ,40320
30485,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,HANYERİSARIKAYA KÖYÜ,40320
30486,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,HİMMETUŞAĞI KÖYÜ,40320
30487,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,KARAOVA KÖYÜ,40320
30488,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,KELİSMAİLUŞAĞI KÖYÜ,40320
30489,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,KÖŞKER KÖYÜ,40320
30490,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,PEKMEZCİ KÖYÜ,40320
30491,KIRŞEHİR,AKPINAR,MERKEZKÖYLER,SOFRAZLI KÖYÜ,40320
30492,KIRŞEHİR,BOZTEPE,BOZTEPE,BAĞBAŞI MAH.,40020
30493,KIRŞEHİR,BOZTEPE,BOZTEPE,ORTA MAH.,40020
30494,KIRŞEHİR,BOZTEPE,BOZTEPE,YENİ MAH.,40020
30495,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,BÜYÜKKIŞLA KÖYÜ,40060
30496,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,ÇAMALAK KÖYÜ,40060
30497,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,ÇEVİRME KÖYÜ,40060
30498,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,ÇİĞDELİ KÖYÜ,40060
30499,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,ÇİMELİ KÖYÜ,40060
30500,KIRŞEHİR,BOZTEPE,MERKEZKÖYLER,ESKİDOĞANLI KÖYÜ,40060
